Newspaper,Heading,Date,Time,URL,Cluster,cluster_similarity_value
India Today, DRDO is hiring! Apply for 351 technician vacancies till this date,2019-06-01,22:54,https://timesofindia.indiatimes.com/education-today/government-jobs/story/drdo-recruitment-2019-sarkari-naukri-govt-job-divd-1536482-2019-05-28,3,0.21
Time of India,"CISF Head Constable Admit Card 2019 released @ cisfrectt.in, here's direct link",2019-06-01, 18:39:00,https://timesofindia.indiatimes.com/home/education/news/cisf-head-constable-admit-card-2019-to-be-released-today-cisfrectt-in-check-details-here/articleshow/69606770.cms,3,0.32
India Today, Shekhawati University Result 2019 released: Check result at shekhauni.com,2019-06-01,22:54,https://timesofindia.indiatimes.com/education-today/notification/story/shekhawati-university-result-2019-released-check-result-at-shekhauni-com-1539467-2019-05-31,3,0.29
India Today," SSC GD Constable Result 2019 to be released on this date, download result at ssc.nic.in",2019-06-01,22:54,https://timesofindia.indiatimes.com/education-today/notification/story/ssc-gd-constable-result-2019-to-be-released-on-this-date-download-result-at-ssc-nic-in-1540082-2019-06-01,3,0.46
Time of India,"APS, Dagshai Celebrates 33rd Founders’ Day",2019-06-01, 21:42:00,https://timesofindia.indiatimes.com/home/education/news/aps-dagshai-celebrates-33rd-founders-day/articleshow/69614027.cms,4,0.12
India Today, MCI extends last date for PG medical admissions to May 31,2019-06-01,22:54,https://timesofindia.indiatimes.com/education-today/news/story/mci-extends-last-date-for-pg-medical-admissions-to-may-31-1539585-2019-05-31,4,0.13
Indian Express,Make students aware of Indian Constitution: Rajasthan CM Ashok Gehlot,2019-06-01,9:53:35 pm,https://indianexpress.com/article/education/make-students-aware-of-indian-constitution-rajasthan-cm-ashok-gehlot-5760511/,4,0.12
Time of India,Cancer society to form students' clubs to curb cancer among youth,2019-06-01, 10:33:00,https://timesofindia.indiatimes.com/home/education/news/cancer-society-to-form-students-clubs-to-curb-cancer-among-youth/articleshow/69607364.cms,4,0.13
India Today, This small-town school in Bengal teaches students with apps and storybooks ,2019-06-01,22:54,https://timesofindia.indiatimes.com/education-today/video/levelfield-school-teaches-students-with-apps-and-storybooks-html-1393974-2018-11-22,4,0.12
Time of India,"Count surplus teachers only after admissions are complete, say graduate teachers",2019-06-01, 16:22:00,https://timesofindia.indiatimes.com/home/education/news/count-surplus-teachers-only-after-admissions-are-complete-say-graduate-teachers/articleshow/69610464.cms,4,0.12
Indian Express,DU admission 2019: Over 29.5k registrations in first two hours on admission portal,2019-06-01,9:10:31 pm,https://indianexpress.com/article/education/du-admission-begins-over-29-5k-registrations-in-first-two-hours-on-admission-portal-du-ac-in-5758363/,4,0.14
India Today, DU admissions: Problems faced by students on day 1,2019-06-01,22:54,https://timesofindia.indiatimes.com/education-today/news/story/du-admissions-problems-faced-by-students-on-day-1-1540073-2019-06-01,4,0.26
Time of India,UPSC prelims 2019 tomorrow; follow these instructions,2019-06-01, 19:37:00,https://timesofindia.indiatimes.com/home/education/news/upsc-prelims-2019-tomorrow-check-important-instructions-here/articleshow/69606962.cms,5,0.24
India Today, UPSC Civil Services 2019 prelims: Dos and don'ts for UPSC IAS exam,2019-06-01,22:54,https://timesofindia.indiatimes.com/education-today/tips-and-tricks/story/upsc-civil-services-2019-prelims-dos-and-don-ts-for-upsc-ias-exam-1535626-2019-05-27,5,0.27
Indian Express,"JIMPER MBBS 2019: Over 1.84 lakh to appear for 200 seats, check last minute tips",2019-06-01,17:59:05:00,https://indianexpress.com/article/education/jimper-mbbs-2019-over-1-84-lakh-appearing-for-200-seats-check-how-to-stay-ahead-check-result-date-exam-pattern-instructions-jipmer-edu-in-5760315/,5,0.28
India Today, Last minute tips for AIIMS MBBS entrance exam 2019,2019-06-01,22:54,https://timesofindia.indiatimes.com/education-today/tips-and-tricks/story/last-minute-tips-for-aiims-mbbs-entrance-exam-2019-1535513-2019-05-27,5,0.31
India Today, Last minute Tips for JEE Advanced,2019-06-01,22:54,https://timesofindia.indiatimes.com/education-today/tips-and-tricks/story/last-minute-tips-for-jee-advanced-1535490-2019-05-27,5,0.28
India Today, Last minute tips to ace UPSC prelims 2019,2019-06-01,22:54,https://timesofindia.indiatimes.com/education-today/tips-and-tricks/story/last-minute-tips-to-ace-upsc-prelims-2019-1539428-2019-05-31,5,0.45
Time of India,UPSC prelims 2019: Metro services to begin at 6 am on all lines tomorrow,2019-06-01, 17:25:00,https://timesofindia.indiatimes.com/home/education/news/upsc-prelims-2019-metro-services-to-begin-at-6-am-on-all-lines-tomorrow/articleshow/69611240.cms,5,0.25
India Today, How this Bihar boy became the world's youngest international pageant director at just 19,2019-06-01,22:54,https://timesofindia.indiatimes.com/education-today/how-i-made-it/story/how-this-bihar-boy-became-the-world-s-youngest-international-pageant-director-at-just-19-1539477-2019-05-31,6,0.17
Time of India,"Exam Controller arrest: Irregularities, exam cancellations dent UPPSC credibility",2019-06-01, 21:47:00,https://timesofindia.indiatimes.com/home/education/news/exam-controller-arrest-irregularities-exam-cancellations-dent-uppsc-credibility/articleshow/69614071.cms,6,0.2
Indian Express,CBSE Class 12th re-evaluation result 2019 before June 14 to allow time for DU admissions,2019-06-01,9:08:06 pm,https://indianexpress.com/article/education/cbse-class-12-re-evaluation-result-2019-before-june-14-to-allow-time-for-du-admissions-cbse-nicin-du-ac-in-5758579/,6,0.26
India Today, Rajasthan Board class 10 result 2019 to be declared on June 3: Here is all you need to know,2019-06-01,22:54,https://timesofindia.indiatimes.com/education-today/notification/story/rajasthan-board-class-10-result-2019-to-be-declared-on-june-3-here-is-all-you-need-to-know-1539969-2019-06-01,6,0.25
India Today," RSOS Class 12th Result 2019 declared: 34.82% students clear Class 12 exam, girls outshine boys",2019-06-01,22:54,https://timesofindia.indiatimes.com/education-today/notification/story/rsos-class-12th-result-2019-declared-34-82-students-clear-class-12-exam-girls-outshine-boys-1540096-2019-06-01,6,0.4
India Today," Earn upto Rs 2, 08,700 for 439 vacancies in Banaras Hindu University (BHU), apply online @bhu.ac.in",2019-06-01,22:54,https://timesofindia.indiatimes.com/education-today/government-jobs/story/earn-upto-rs-2-08-700-banaras-hindu-university-bhu-bhu-ac-in-divd-1535637-2019-05-27,7,0.27
India Today," NVS Recruitment 2019: Apply for 370 PGT, TGT, FCSA posts before this date",2019-06-01,22:54,https://timesofindia.indiatimes.com/education-today/government-jobs/story/nvs-recruitment-2019-jobs-2019-divd-1536540-2019-05-28,7,0.29
Time of India,"Nehru Yuva Kendra  Recruitment 2019: Apply online for 337 MTS, Assistant and various posts",2019-06-01, 11:30:00,https://timesofindia.indiatimes.com/home/education/news/nehru-yuva-kendra-recruitment-2019-apply-online-for-337-mts-assistant-and-various-posts/articleshow/69607853.cms,7,0.32
Time of India,"BRO Recruitment 2019: Apply offline for 778 Driver, Electrician & other posts; download application form here",2019-06-01, 12:26:00,https://timesofindia.indiatimes.com/home/education/news/bro-recruitment-2019-apply-offline-for-778-driver-electrician-other-posts-download-application-form-here/articleshow/69608270.cms,7,0.36
Time of India,Kerala a model in local self-governance: LSG minister,2019-06-01, 20:38:00,https://timesofindia.indiatimes.com/home/education/news/kerala-a-model-in-local-self-governance-lsg-minister/articleshow/69613319.cms,8,0.13
India Today, 20 words to use instead of 'sad',2019-06-01,22:54,https://timesofindia.indiatimes.com/education-today/grammar-vocabulary/story/20-words-to-use-instead-of-sad-1503076-2019-04-16,8,0.17
India Today, This 24-year-old college graduate is making pencils with newspaper waste,2019-06-01,22:54,https://timesofindia.indiatimes.com/education-today/how-i-made-it/story/college-graduate-making-pencils-with-waste-newspapers-1529467-2019-05-20,8,0.16
India Today, List of 6 manned moon missions: These people set foot on lunar surface after Neil Armstrong,2019-06-01,22:54,https://timesofindia.indiatimes.com/education-today/gk-current-affairs/story/manned-moon-mission-lunar-surface-moon-landing-nasa-1408563-2018-12-13,8,0.15
India Today, Areas with productive climate tend to have more languages: Study,2019-06-01,22:54,https://timesofindia.indiatimes.com/education-today/gk-current-affairs/story/productive-climate-language-diversity-study-1529426-2019-05-20,8,0.16
Time of India,"Jammu University sets up 3 centres for entrepreneurship, skill development",2019-06-01, 16:43:00,https://timesofindia.indiatimes.com/home/education/news/jammu-university-sets-up-3-centres-for-entrepreneurship-skill-development/articleshow/69610856.cms,9,0.16
Time of India,`The Punjab Sports University’ to operationalize from September 1,2019-06-01, 20:27:00,https://timesofindia.indiatimes.com/home/education/news/the-punjab-sports-university-to-operationalize-from-september-1/articleshow/69613074.cms,9,0.16
Indian Express,"Students demand rollback as DU changes eligibility criteria for BA Economics, BCom",2019-06-01,21:05:25:00,https://indianexpress.com/article/education/students-demand-rollback-as-du-changes-eligibility-criteria-for-ba-economics-bcom-delhi-university-admissions-du-ac-in-5758745/,9,0.16
India Today, Delhi University Admissions 2019: Maths made compulsary in 'Best Of Four' subjects for BA (H) in Economics,2019-06-01,22:54,https://timesofindia.indiatimes.com/education-today/news/story/delhi-university-admissions-2019-maths-made-compulsary-in-best-of-four-subjects-for-ba-h-in-economics-1540034-2019-06-01,9,0.19
Time of India,Allahabad University prepares for UG and PG admission,2019-06-01, 21:29:00,https://timesofindia.indiatimes.com/home/education/news/allahabad-university-prepares-for-ug-and-pg-admission/articleshow/69613883.cms,9,0.18
India Today, BSER RBSE 8th Result 2019: Date and time confirmed,2019-06-01,22:54,https://timesofindia.indiatimes.com/education-today/notification/story/bser-rbse-8th-result-2019-date-rajasthan-board-divd-1539502-2019-05-31,10,0.33
Time of India,Odisha plus II admission to begin from June 6,2019-06-01, 21:09:00,https://timesofindia.indiatimes.com/home/education/news/odisha-plus-ii-admission-to-begin-from-june-6/articleshow/69613454.cms,10,0.26
Indian Express,CHSE Odisha 12th Science results 2019 date and time confirmed by official,2019-06-01,16:44:11:00,https://indianexpress.com/article/education/chse-odisha-12th-science-results-2019-plus-2-science-results-date-and-time-confirmed-by-official-chseodisha-nic-in-orissaresults-nic-in-5760212/,10,0.36
India Today, HRD Ministry drafts new National Educational Policy: 19 changes recommended,2019-06-01,22:54,https://timesofindia.indiatimes.com/education-today/news/story/hrd-ministry-drafts-new-national-educational-policy-19-changes-recommended-1540190-2019-06-01,11,0.54
Indian Express,"DU brings changes in admission process: ‘No reduction of marks’, know these new regulations before applying",2019-06-01,9:11:03 pm,https://indianexpress.com/article/education/new-changes-in-place-for-du-admissions-du-ac-in/,11,0.31
Time of India,"New Draft Education Policy calls for overhauling of education structure, RTE expansion",2019-06-01, 11:49:00,https://timesofindia.indiatimes.com/home/education/news/new-draft-education-policy-calls-for-overhauling-of-education-structure-rte-expansion/articleshow/69608013.cms,11,0.31
Time of India,MMU B.Com student booked for impersonation in examination hall,2019-06-01, 19:57:00,https://timesofindia.indiatimes.com/home/education/news/mmu-b-com-student-booked-for-impersonation-in-examination-hall/articleshow/69612783.cms,12,1.0
Time of India,"NTA NEET 2019 OMR sheet & recorded responses released at ntaneet.nic.in, result on June 5",2019-06-01, 19:48:00,https://timesofindia.indiatimes.com/home/education/news/nta-neet-2019-omr-sheet-recorded-responses-released-at-ntaneet-nic-in-challenge-till-june-2/articleshow/69612152.cms,13,0.23
India Today, JIPMER MBBS 2019 entrance exam on June 2: All you need to know,2019-06-01,22:54,https://timesofindia.indiatimes.com/education-today/news/story/jipmer-mbbs-2019-entrance-exam-on-june-2-all-you-need-to-know-1539529-2019-05-31,13,0.23
Indian Express,"JEE Advanced 2019: Result on June 14, experts believe cut-off to go down",2019-06-01,16:51:27:00,https://indianexpress.com/article/education/jee-advanced-2019-result-on-june-14-cut-off-to-lower-jeeadv-ac-in-5752615/,13,0.3
Indian Express,List of top colleges beyond IITs that accept JEE score,2019-06-01,17:00:29:00,https://indianexpress.com/article/education/list-of-top-colleges-beyond-iits-that-accept-jee-score-jee-advanced-nta-ac-in-jeeadv-ac-in-5702884/,13,0.18
Time of India,"SC pulls up Maharashtra, extends PG medical courses admissions to June 4",2019-06-01, 10:38:00,https://timesofindia.indiatimes.com/home/education/news/sc-pulls-up-maharashtra-extends-pg-medical-courses-admissions-to-june-4/articleshow/69607398.cms,13,0.2
India Today, CBSE Class 12 Chemistry sample paper 2019 with solutions: Practice now,2019-06-01,22:54,https://timesofindia.indiatimes.com/education-today/sample-papers/story/cbse-class-12-chemistry-sample-paper-2019-divd-1454190-2019-02-12,14,0.59
India Today, CBSE Board Exam 2019: Find Class 10 Maths sample paper with answers here,2019-06-01,22:54,https://timesofindia.indiatimes.com/education-today/sample-papers/story/cbse-board-exam-2019-find-class-10-maths-sample-paper-with-answers-here-1417498-2018-12-26,14,0.47
