Newspaper,Heading,Date,Time,URL,Cluster,cluster_similarity_value
India Today, 20 words to use instead of 'sad',2019-05-31,13:41,https://timesofindia.indiatimes.com/education-today/grammar-vocabulary/story/20-words-to-use-instead-of-sad-1503076-2019-04-16,8,0.16
India Today, Ex-IAS officer and former Chief Secretary of J&K C Phunsog to become first VC of Ladakh University,2019-05-31,13:41,https://timesofindia.indiatimes.com/education-today/news/story/ex-ias-officer-former-chief-secretary-of-j-k-c-phunsog-to-become-first-vc-of-ladakh-university-1539257-2019-05-31,8,0.26
India Today, Why your mental health is an important factor in your government exam preparation,2019-05-31,13:41,https://timesofindia.indiatimes.com/education-today/featurephilia/story/why-your-mental-health-is-an-important-factor-in-your-govt-exam-preparation-1536297-2019-05-28,9,0.27
India Today, UPSC Civil Services 2019 prelims: Dos and don'ts for UPSC IAS exam,2019-05-31,13:41,https://timesofindia.indiatimes.com/education-today/tips-and-tricks/story/upsc-civil-services-2019-prelims-dos-and-don-ts-for-upsc-ias-exam-1535626-2019-05-27,9,0.3
Time of India,Jipmer MBBS entrance exam to be held on June 2,2019-05-31, 13:12:00,https://timesofindia.indiatimes.com/home/education/news/jipmer-mbbs-entrance-exam-to-be-held-on-june-2/articleshow/69594282.cms,9,0.32
India Today, This small-town school in Bengal teaches students with apps and storybooks ,2019-05-31,13:41,https://timesofindia.indiatimes.com/education-today/video/levelfield-school-teaches-students-with-apps-and-storybooks-html-1393974-2018-11-22,10,0.24
India Today, DRDO is hiring! Apply for 351 technician vacancies till this date,2019-05-31,13:41,https://timesofindia.indiatimes.com/education-today/government-jobs/story/drdo-recruitment-2019-sarkari-naukri-govt-job-divd-1536482-2019-05-28,10,0.25
India Today," CLAT 2019 answer key released, check now at clatconsortiumofnlu.ac.in",2019-05-31,13:41,https://timesofindia.indiatimes.com/education-today/notification/story/clat-2019-answer-key-released-check-now-at-clatconsortiumofnlu-ac-in-1538538-2019-05-30,10,0.27
India Today, Earn upto 2 lakh per month by applying for UPSC CDS 2 2019 recruitment: Check important dates and vacancy details here,2019-05-31,13:41,https://timesofindia.indiatimes.com/education-today/government-jobs/story/2-lakh-per-month-upsc-cds-2-2019-recruitment-darkari-naukri-sarkari-result-divd-1539215-2019-05-31,11,0.76
India Today," LIC ADO Recruitment 2019: Official notice released, check important dates for recruitment",2019-05-31,13:41,https://timesofindia.indiatimes.com/education-today/jobs-and-careers/story/lic-ado-recruitment-2019-official-notice-released-check-important-dates-for-recruitment-1529509-2019-05-20,11,0.52
India Today, This 24-year-old college graduate is making pencils with newspaper waste,2019-05-31,13:41,https://timesofindia.indiatimes.com/education-today/how-i-made-it/story/college-graduate-making-pencils-with-waste-newspapers-1529467-2019-05-20,12,0.14
India Today, Gender parity on rise: 11 countries with the strongest gender-balanced cabinets,2019-05-31,13:41,https://timesofindia.indiatimes.com/education-today/gk-current-affairs/story/south-africa-women-cabinet-ministers-gender-balanced-cabinets-in-world-list-1539219-2019-05-31,12,0.15
India Today, NTA NEET UG Result 2019 expected to be declared on this date: Check NTA NEET scores @ ntaneet.nic.in,2019-05-31,13:41,https://timesofindia.indiatimes.com/education-today/notification/story/nta-neet-ug-result-2019-expected-to-be-declared-on-this-date-check-nta-neet-scores-ntaneet-nic-in-1539177-2019-05-31,12,0.3
India Today, KCET 2019 document verification to begin from this date: Check list of documents required and general instructions here,2019-05-31,13:41,https://timesofindia.indiatimes.com/education-today/notification/story/kcet-2019-document-verification-divd-1539118-2019-05-31,12,0.19
India Today, World No Tobacco Day: 34.6 per cent adults in India are smokers,2019-05-31,13:41,https://timesofindia.indiatimes.com/education-today/general-knowledge/story/world-no-tobacco-day-34-6-per-cent-adults-in-india-are-smokers-1539130-2019-05-31,12,0.14
India Today, List of 6 manned moon missions: These people set foot on lunar surface after Neil Armstrong,2019-05-31,13:41,https://timesofindia.indiatimes.com/education-today/gk-current-affairs/story/manned-moon-mission-lunar-surface-moon-landing-nasa-1408563-2018-12-13,12,0.15
India Today, 5 off-beat career options to break the monotony of 9 to 5 jobs,2019-05-31,13:41,https://timesofindia.indiatimes.com/education-today/jobs-and-careers/story/5-off-beat-career-options-to-break-the-monotony-of-9-to-5-jobs-1527398-2019-05-17,12,0.17
India Today, 15 tips for a high score in JEE Advanced 2019,2019-05-31,13:41,https://timesofindia.indiatimes.com/education-today/tips-and-tricks/story/15-tips-for-a-high-score-in-jee-advanced-2019-1534393-2019-05-25,13,0.51
Indian Express,"JEE Advanced 2019: Result on June 14, experts believe cut-off to go down",2019-05-31,9:39:21 am,https://indianexpress.com/article/education/jee-advanced-2019-result-on-june-14-cut-off-to-lower-jeeadv-ac-in-5752615/,13,0.42
India Today, 6 Indian-origin kids in historic 8-way tie in National Spelling Bee for first time in 92 years,2019-05-31,13:41,https://timesofindia.indiatimes.com/education-today/news/story/national-spelling-bee-ends-in-historic-8-way-tie-for-first-time-in-92-years-1539196-2019-05-31,14,1.0
India Today, CHSE Odisha Plus 2 Result 2019 expected to release today at orissaresults.nic.in: Date and time,2019-05-31,13:41,https://timesofindia.indiatimes.com/education-today/notification/story/chse-odisha-plus-2-result-2019-expected-to-release-today-at-orissaresults-nic-in-date-and-time-1539110-2019-05-31,15,0.5
Indian Express,Maharashtra HSC results: Thousands seek re-evaluation; online procedure does not click with many,2019-05-31,9:19:30 am,https://indianexpress.com/article/education/maharashtra-hsc-examination-results-re-evaluation-online-procedure-5757479/,15,0.26
