Newspaper,Heading,Category,Date,Time,URL,Cluster,cluster_similarity_value
Hindiustan Times, Watchman review GV Prakash starrer is a bland invasion thriller,movie-review,2019-04-13,13:24:00,https://www.hindustantimes.com/movie-reviews/watchman-review-gv-prakash-starrer-is-a-bland-invasion-thriller/story-sIZrRH7XJQa5rQcd3cgnsM.html,7,0.26
Hindiustan Times, Blank movie review Sunny Deol plays it cool in a silly thriller,movie-review,2019-05-03,12:12:00,https://www.hindustantimes.com/bollywood/blank-movie-review-sunny-deol-plays-it-cool-in-a-silly-thriller/story-vzQUQnuFZGGPxjimesqEUL.html,7,0.23
Hindiustan Times, Always Be My Maybe movie review Netflix ’ s latest rom com is the perfect antidote to Crazy Rich Asians,movie-review,2019-05-31,09:10:00,https://www.hindustantimes.com/hollywood/always-be-my-maybe-movie-review-netflix-s-latest-rom-com-is-the-perfect-antidote-to-crazy-rich-asians/story-ODOASegoWdl4bpYw515VhP.html,8,0.34
Hindiustan Times, The Perfection movie review A deranged and disturbing new thriller for you to discover on Netflix,movie-review,2019-05-29,15:36:00,https://www.hindustantimes.com/hollywood/the-perfection-movie-review-a-deranged-and-disturbing-new-thriller-for-you-to-discover-on-netflix/story-uZfdXN7EOgE5e2gL23yQtM.html,8,0.34
Hindiustan Times, I Am Mother movie review Has Netflix found the new Christopher Nolan Hilary Swank thinks so,movie-review,2019-06-10,16:55:00,https://www.hindustantimes.com/hollywood/i-am-mother-movie-review-has-netflix-found-the-new-christopher-nolan-hilary-swank-thinks-so/story-jX2su2n885F2n8ng2yoC9M.html,8,0.34
Hindiustan Times, Chopsticks movie review Netflix ’ s new Abhay Deol Mithila Palkar film would be better suited for Hotstar,movie-review,2019-05-31,08:10:00,https://www.hindustantimes.com/bollywood/chopsticks-movie-review-netflix-s-new-abhay-deol-mithila-palkar-film-would-be-better-suited-for-hotstar/story-wYuNvlNX5rEBMh13FBBY0I.html,8,0.36
Hindiustan Times, Rocketman movie review Taron Egerton soars in the sky explodes in all the brilliant colours of Elton John,movie-review,2019-05-31,17:22:00,https://www.hindustantimes.com/hollywood/rocketman-movie-review-taron-egerton-soars-in-the-sky-explodes-in-all-the-brilliant-colours-of-elton-john/story-9aDsIfyLDTgQ1GiBpon1FL.html,9,0.18
Hindiustan Times, Get in the ring Fighting With My Family is fun says Rashid Irani,movie-review,2019-04-05,14:58:00,https://www.hindustantimes.com/movie-reviews/get-in-the-ring-fighting-with-my-family-is-fun-says-rashid-irani/story-nx3SQ5xrp61gWj8r6UFfPJ.html,9,0.19
Hindiustan Times, John Wick 3 Parabellum movie review Keanu Reeves delivers the best action film since Mission Impossible Fallout,movie-review,2019-05-17,11:07:00,https://www.hindustantimes.com/hollywood/john-wick-3-parabellum-movie-review-keanu-reeves-delivers-the-best-action-film-since-mission-impossible-fallout/story-kZFtsLsEKeVKIRTAel5CZK.html,9,0.12
Indian Express, Sushmita Sen preps for her return It ’ s never done until we say it is done,movie-review,2019-06-09,15:52:06,https://indianexpress.com/article/entertainment/bollywood/sushmita-sen-preps-for-her-bollywood-return-5771772/,9,0.25
Hindiustan Times, Godzilla King of the Monsters is a colossal failure says Rashid Irani,movie-review,2019-05-30,19:52:00,https://www.hindustantimes.com/movie-reviews/godzilla-king-of-the-monsters-is-a-colossal-failure-says-rashid-irani/story-arpbhCHtPrrDF1Trkw5OtL.html,10,0.64
Hindiustan Times, Lock the doors stay home Rashid Irani reviews The Intruder,movie-review,2019-05-10,18:32:00,https://www.hindustantimes.com/movie-reviews/lock-the-doors-stay-home-rashid-irani-reviews-the-intruder/story-POHtWT6IMnYgIJ8np0NEyN.html,11,0.49
Hindiustan Times, Keep out It ’ s a trap Rashid Irani reviews The Hustle,movie-review,2019-05-17,18:41:00,https://www.hindustantimes.com/movie-reviews/keep-out-it-s-a-trap-rashid-irani-reviews-the-hustle/story-j2hzFQQUe0t0aO7EJuvfGI.html,11,0.45
Indian Express, Vicky Kaushal to star in Karan Johar ’ s horror film Bhoot Part One The Haunted Ship,movie-review,2019-06-10,12:33:25,https://indianexpress.com/article/entertainment/bollywood/vicky-kaushal-bhoot-part-one-the-haunted-ship-horror-karan-johar-5772740/,12,0.27
Hindiustan Times, Free Solo movie review An Oscar winning masterpiece arrives in India it must be seen to be believed 5 stars,movie-review,2019-04-13,20:07:00,https://www.hindustantimes.com/hollywood/free-solo-movie-review-an-oscar-winning-masterpiece-arrives-in-india-it-must-be-seen-to-be-believed-5-stars/story-2db8vr9QkVw3PzOKVa3fiN.html,12,0.26
Hindiustan Times, The Legend of Cocaine Island movie review The best Netflix documentary since Fyre like Breaking Bad with idiots,movie-review,2019-04-10,17:11:00,https://www.hindustantimes.com/hollywood/the-legend-of-cocaine-island-movie-review-the-best-netflix-documentary-since-fyre-like-breaking-bad-with-idiots/story-68p3rhaaWDpy2fvmYyXwMO.html,13,0.38
Hindiustan Times, Shazam movie review Zachary Levi delivers the best DCEU film since Wonder Woman a joyous ode to superheroes,movie-review,2019-04-07,14:25:00,https://www.hindustantimes.com/hollywood/shazam-movie-review-zachary-levi-delivers-the-best-dceu-film-since-wonder-woman-it-s-absolutely-delightful/story-vuxxNOZXhmCuaVv222vTzI.html,13,0.33
Hindiustan Times, Guava Island movie review Unearth Donald Glover Rihanna ’ s obscure gem from the depths of Amazon Prime,movie-review,2019-04-17,16:34:00,https://www.hindustantimes.com/hollywood/guava-island-movie-review-unearth-donald-glover-rihanna-s-obscure-gem-from-the-depths-of-amazon-prime/story-7VmfdhGVqnyOPq4vcse16I.html,13,0.32
Hindiustan Times, The Highwaymen movie review Kevin Costner Woody Harrelson ’ s Netflix film is like a Bonnie Clyde sequel no one asked for,movie-review,2019-04-03,17:51:00,https://www.hindustantimes.com/hollywood/the-highwaymen-movie-review-kevin-costner-woody-harrelson-s-netflix-film-is-like-a-bonnie-clyde-sequel-no-one-asked-for/story-Vh5LWj3qMqyDAzIl8OyoTL.html,13,0.33
Hindiustan Times, Fun for the young at heart Review of Pokémon Detective Pikachu,movie-review,2019-05-09,18:25:00,https://www.hindustantimes.com/movie-reviews/fun-for-the-young-at-heart-review-of-pokemon-detective-pikachu/story-cE2hcXWWWggHPvYKvGdXsK.html,14,0.59
Hindiustan Times, Film review Shazam is surprisingly good says Rashid Irani,movie-review,2019-04-05,14:10:00,https://www.hindustantimes.com/movie-reviews/film-review-shazam-is-surprisingly-good-says-rashid-irani/story-tSIlDAxC3EnK6StTiR2kMO.html,15,0.33
Hindiustan Times, Film review Aladdin is a dull ride says Rashid Irani,movie-review,2019-05-23,18:17:00,https://www.hindustantimes.com/movie-reviews/film-review-aladdin-is-a-dull-ride-says-rashid-irani/story-6k1B1DFyp5enrszZ80ncGJ.html,15,0.22
Hindiustan Times, Film review Ugly Dolls is a light hearted musical with a moving message,movie-review,2019-05-03,16:22:00,https://www.hindustantimes.com/movie-reviews/film-review-ugly-dolls-is-a-light-hearted-musical-with-a-moving-message/story-9MHYA9gOtPxTitTVY5gP2O.html,15,0.23
