Newspaper,Heading,Category,Date,Time,URL,Cluster,cluster_similarity_value
Hindiustan Times, Sophie Turner Joe Jonas Las Vegas wedding His parents had no clue got to know via social media,television,2019-06-09,12:52:00,https://www.hindustantimes.com/tv/sophie-turner-joe-jonas-las-vegas-wedding-his-parents-had-no-clue-got-to-know-via-social-media/story-fhwo4IxENiLVSrA7l7zi4H.html,7,0.25
India Today, Dipika Kakar spends priceless moments with hubby Shoaib Ibrahim on shows sets,television,2019-06-11,00:56,https://www.indiatoday.in/television/photo/dipika-kakar-spends-priceless-moments-with-hubby-shoaib-ibrahim-on-show-s-sets-1545800-2019-06-10,7,0.19
Hindiustan Times, Priyanka Chopra Sophie Turner cheer for Nick Joe Jonas at Jonas Brothers docu Chasing Happiness premiere See pics,television,2019-06-04,08:49:00,https://www.hindustantimes.com/tv/priyanka-chopra-sophie-turner-cheer-for-nick-joe-jonas-at-jonas-brothers-docu-chasing-happiness-premiere-see-pics/story-li5xamRvoB08Iibx4qITyJ.html,7,0.16
Indian Express, Nick Jonas is missing Priyanka Chopra,television,2019-06-09,16:02:06,https://indianexpress.com/article/entertainment/bollywood/nick-jonas-is-missing-priyanka-chopra-5771771/,7,0.19
Hindiustan Times, When Joe Jonas almost kissed Sophie Turner ’ s body double on Game of Thrones set,television,2019-06-07,15:41:00,https://www.hindustantimes.com/tv/when-joe-jonas-almost-kissed-sophie-turner-s-body-double-on-game-of-thrones-set/story-bhHTggDiEFwTtjNHWOeNFN.html,7,0.2
Hindiustan Times, Chernobyl review An outright masterpiece HBO delivers the best new show of 2019 5 stars,television,2019-06-04,09:51:00,https://www.hindustantimes.com/tv/chernobyl-review-an-outright-masterpiece-hbo-delivers-the-best-new-show-of-2019-5-stars/story-XRf1htFIDND5RQMBioIgeN.html,8,0.2
Hindiustan Times, Medically Yourrs review This engrossing drama treats MBBS jitters with love,television,2019-06-05,09:33:00,https://www.hindustantimes.com/tv/medically-yours-review-this-engrossing-drama-treats-mbbs-jitters-with-love/story-hgS4vjz6tz0ul5jU0CPwvM.html,8,0.2
Hindiustan Times, Four More Shots Please season 2 confirmed by Amazon Prime Video Check out first pics,television,2019-06-03,13:22:00,https://www.hindustantimes.com/tv/four-more-shots-please-season-2-confirmed-by-amazon-prime-video-check-out-first-pics/story-t94XU3UvfA0Yz5W3zIRh2K.html,8,0.19
Hindiustan Times, Humorously Yours season 2 review Business of comedy served with love,television,2019-06-10,20:48:00,https://www.hindustantimes.com/tv/humorously-yours-season-2-review-business-of-comedy-served-with-love/story-N1k11vNfPQdAKnaXKuZVrL.html,8,0.18
Hindiustan Times, Ankita Konwar tells Humans of Bombay how she met Milind Soman after her boyfriend ’ s death fell in love again,television,2019-06-03,13:24:00,https://www.hindustantimes.com/tv/ankita-konwar-tells-humans-of-bombay-how-she-met-milind-soman-after-her-boyfriend-s-death-fell-in-love-again/story-1BsZ6CrTNFqzrMUOLM7q3N.html,8,0.21
India Today, Sa Re Ga Ma Pa Lil Champs 2019 14 year old Sugandha Date wins the show,television,2019-06-11,00:56,https://www.indiatoday.in/television/reality-tv/story/sa-re-ga-ma-pa-li-l-champs-2019-14-year-old-sugandha-date-wins-the-show-1545438-2019-06-09,9,0.69
India Today, Yeh Rishta Kya Kehlata Hai Naira saves her son from kidnapping attempt,television,2019-06-11,00:56,https://www.indiatoday.in/television/video/yeh-rishta-kya-kehlata-hai-naira-saves-her-son-from-kidnapping-attempt-1546053-2019-06-10,10,0.52
Hindiustan Times, Smriti Irani posts before after pics ‘ Kya se kya ho gaya dekhte dekhte ’,television,2019-06-07,12:44:00,https://www.hindustantimes.com/tv/smriti-irani-posts-before-after-pics-kya-se-kya-ho-gaya-dekhte-dekhte/story-jylllO3ycO5m7EIRdlCWOP.html,10,0.38
Indian Express, Madhuri Dixit holidays with family in Rome see photos,television,2019-06-10,15:23:26,https://indianexpress.com/article/entertainment/bollywood/madhuri-dixit-holidays-family-rome-see-photos-5771969/,11,0.55
India Today, A fun day out with Banoo Main Teri Dulhanns Ritu Vasisht,television,2019-06-11,00:56,https://www.indiatoday.in/television/video/a-fun-day-out-with-banoo-main-teri-dulhann-s-ritu-vasisht-1546066-2019-06-10,12,0.27
Indian Express, LiveBharat box office collection Day 5 Salman Khan starrer earns Rs 150 10 crore,television,2019-06-10,16:08:00,https://indianexpress.com/article/entertainment/bollywood/box-office-collection/bharat-day-5-salman-khan-5772163/,12,0.43
Hindiustan Times, Katrina Kaif confesses that she ‘ borrows for keeps ’ friend Anaita reveals the actor borrowed her jeans and left her in innerwear,television,2019-05-29,17:26:00,https://www.hindustantimes.com/tv/katrina-kaif-confesses-that-she-borrows-for-keeps-friend-anaita-reveals-the-actor-borrowed-her-jeans-and-left-her-in-innerwear/story-J4DieF1zDXmBEC3mrddoOJ.html,12,0.26
Hindiustan Times, Game of Thrones actor Kit Harington has ‘ nothing but pride ’ for checking in to rehab,television,2019-05-30,12:59:00,https://www.hindustantimes.com/tv/game-of-thrones-actor-kit-harington-has-nothing-but-pride-for-checking-in-to-rehab/story-XhguHMCSieCgSHmxho8WZM.html,13,0.34
Hindiustan Times, Kit Harington ’ s fans raise over 45k for charity as he stays in rehab Reports,television,2019-06-02,19:28:00,https://www.hindustantimes.com/tv/kit-harington-s-fans-raise-over-45k-for-charity-as-he-stays-in-rehab-reports/story-nL9GKPEtvx2sOYwLY1vG6I.html,13,0.29
